0110011111010010,0110001010110100
0101111101100110,1010111010000000
0101111111101110,1101100000100010
0010011001110100,0111001100001000
0101100101101001,0010010010000110
0011101110000100,0010000011101000
1000110111010100,1001111011000010
0100001111101001,0011001111111010
0101000111000011,0100100011111110
0110100110101001,0100010110111100
0100010110101010,1111001110011000
0010010101111001,0100110110111110
0110001000110100,0100011110001010
0010010100010011,1011100100110010
0110100111101100,0110010101110010
0101111010111001,1101101111011000
0010010011000000,0110110101110010
0010001110001110,1000000111100000
0101110110011110,0111000101010110
0001110110011100,1010011011110010
0100111110010110,0001100001110110
0001011000000011,1101111010110010
0011111110100011,0111111011000010
0110001011101001,1011010001100010
0110101111000011,1101111110001100
0111010000101011,1001010000111100
0110110010001000,0000110110011100
0011111000001111,1001111010000110
0111100010100010,1101011101101010
0110111011111010,1101110011011010
0101101110010010,1111001011101010
0010100000000100,1100110111101110
0111100101011010,0110010000100010
0110010101111001,1100011111011110
0100100111001000,0010100000000110
0101110111111101,0110010100111110
0110001011101010,1110011111101110
0101010000100010,0110111101000010
0001110110111010,0101111111111010
0011111011010100,0011011001111110
0100001100100100,1010111111101010
0100011110110111,0101111101100010
0111010100100001,1001011100010010
0101011010001011,0111110101011110
0101100100000000,1110110001001000
0010000001010100,0100010101110100
0110011110111100,0100100100010110
0101000010110000,0001110010001010
0111010101111010,0001110101011110
1001010111100100,0101111011000010
0110010010101110,1000111001101010
0100111010011010,0000101011111100
0100110100110100,1110100100101100
0100100001100111,1111001010101010
0011001001010111,1111110011100000
0000010010010111,1011100111001010
0100011010000010,1011011000010110
0100111101101001,1001011011001100
0100000111010011,1101011110001100
0110100101100000,0001001011001000
1001000010100000,1010000100111110
0111000100111101,1001000100111100
0110010111110001,0011111011111110
0101110100110010,1110110110101110
0011110101101000,0110001010000000
0011101001000000,0100110000110010
0001111110000111,1101101111011000
0011110101010000,1111001110000010
0100011001111101,0001001100000010
0110100101001110,0111011000100110
0111011110011011,0101100001001010
0111100010110010,1001010111110100
0110110010110001,1001111100111010
0110011011100100,0000001010010100
0010001011101100,0110100110111010
0101111101000011,0101110110010110
0110100000000111,0001101001110000
1001010001100101,0101111011000010
0100111100110110,0010010011100000
0001011110010100,1010101110110010
0100000110011111,0111001110000000
0110111110011110,1010001111000100
0110110100111101,0011001001011010
0101001001100100,0011010110000100
0101011000100100,0101000100000000
0111011011101001,0110001100100100
0111010001101000,1001010000111000
0111010010001110,0110110011001010
0110100101111101,1010101110110100
0010110010010100,0010001110100100
0010101110110101,1110000101110110
0110000101000001,1100100110100000
0000111000100110,1110111101111100
0110000011110010,1000101110000110
0010001110111101,1001101110101100
0110001001010011,1101100000010010
0001110101000011,0000010100000100
0000110110101111,0111001000111100
0100110100001111,1100001010101010
0110111001110011,1010010010101000
